Month,usg_apt,fg_apt,carrier,Total
1,JFK,LIS,TP,7936
1,ATL,GDL,DL,7905
1,FLL,SAL,NK,7892
1,IAH,XPL,UA,7891
1,IAH,YVR,AC,7889
1,BOS,ICN,KE,7855
1,MIA,UIO,XL,7851
1,TPA,FRA,4Y,7848
1,JFK,PLS,DL,7810
1,LAX,DUB,EI,7810
1,IAH,CUN,NK,7805
1,EWR,ADD,ET,7802
1,SNA,PVR,WN,7773
1,JFK,YYZ,9E,7769
1,ATL,PLS,DL,7767
1,MDW,BJX,Y4,7766
1,JFK,BDA,AA,7764
1,PHX,GDL,AA,7758
1,EWR,EDI,UA,7754
1,MCO,CUN,B6,7741
1,ORD,YVR,UA,7739
1,FLL,CUN,WN,7736
1,EWR,DEL,AI,7732
1,IAH,YYZ,AC,7732
1,IAH,UIO,UA,7730
1,LAS,YEG,WO,7725
1,SAN,YYZ,AC,7719
1,IAD,LIS,TP,7686
1,MIA,WAW,LO,7676
1,AUS,CUN,WN,7673
1,LGA,YUL,YX,7669
1,DFW,ICN,KE,7656
1,SEA,MEX,AM,7614
1,LAX,ZIH,AS,7612
1,SLC,MEX,DL,7595
1,ATL,SDQ,DL,7574
1,DTW,SJD,DL,7572
1,IAD,KEF,FI,7571
1,SFO,HND,JL,7568
1,LAS,YYZ,WS,7565
1,HNL,YYC,WS,7564
1,FLL,PAP,B6,7561
1,PHL,YYZ,QK,7552
1,JFK,PAP,B6,7541
1,FLL,SDQ,B6,7522
1,HNL,NRT,HA,7522
1,HNL,AKL,NZ,7516
1,BOS,DUB,DL,7512
1,TPA,LHR,VS,7508
1,HNL,SYD,JQ,7506
1,SJU,BOG,AV,7499
1,PHX,YVR,AC,7476
1,ORD,YYZ,YX,7474
1,HNL,MNL,PR,7448
1,JFK,FRA,SQ,7445
1,EWR,BOM,AI,7435
1,ORD,YVR,AC,7428
1,IAD,AMS,KL,7407
1,IAH,POS,UA,7396
1,MIA,PEI,AA,7393
1,DFW,AGU,MQ,7391
1,LAX,SJD,UA,7390
1,SAN,YVR,QK,7376
1,DTW,LHR,DL,7372
1,SAT,MEX,VB,7370
1,ATL,LHR,BA,7362
1,SFO,GDL,AM,7352
1,JFK,SJD,AA,7338
1,KOA,YVR,WS,7329
1,BNA,LHR,BA,7319
1,CLE,CUN,F9,7270
1,SFO,NAN,FJ,7260
1,MSP,YVR,DL,7236
1,PBI,YYZ,AC,7225
1,DTW,MEX,DL,7224
1,MIA,YUL,AA,7224
1,EWR,SXM,UA,7216
1,CLT,UVF,AA,7215
1,LAX,SAL,DL,7212
1,TPA,YYZ,WS,7208
1,CLT,MEX,AA,7184
1,FLL,YQB,RV,7165
1,ORD,VIE,OS,7154
1,LAX,MLM,Y4,7150
1,IAD,ZRH,UA,7134
1,SEA,PVR,DL,7127
1,MIA,CPH,SK,7117
1,JFK,YVR,B6,7091
1,DFW,OAX,AA,7089
1,EWR,YOW,YX,7083
1,MSP,MEX,DL,7075
1,FLL,BOG,B6,7069
1,JFK,LGW,BA,7061
1,SFO,ORY,BF,7058
1,IAD,MEX,UA,7050
1,IAH,BJX,UA,7042
1,LAX,GUA,DL,7038
1,MCO,PUJ,NK,7030
1,RNO,GDL,Y4,7001
1,PSP,YEG,WS,6984
1,MIA,MVD,AA,6982
1,JFK,FRA,DE,6977
1,ORD,YYC,UA,6964
1,IAD,LHR,VS,6955
1,ORD,CPH,SK,6950
1,SEA,LHR,VS,6948
1,DEN,SJD,WN,6939
1,FLL,YYZ,07Q,6926
1,IAD,YYZ,QK,6919
1,LAS,MTY,VB,6919
1,LAX,YVR,UA,6918
1,MIA,ARN,SK,6916
1,MCO,DUB,EI,6908
1,SFO,BOM,AI,6876
1,MIA,GCM,KX,6872
1,MIA,HOG,AA,6865
1,ORD,TLV,UA,6863
1,DEN,GDL,Y4,6850
1,MSP,YYC,DL,6819
1,JFK,MXP,AZ,6809
1,DTW,FRA,DL,6779
1,FLL,PTY,CM,6775
1,DFW,BOG,AA,6765
1,OAK,BJX,Y4,6746
1,JFK,LIM,LP,6733
1,MSP,AMS,KL,6731
1,MIA,MID,AA,6722
1,PHL,YUL,PT,6704
1,LAX,SAL,UA,6695
1,ATL,SAP,DL,6687
1,DFW,YYZ,QK,6682
1,PHX,YVR,WS,6647
1,SAT,MEX,Y4,6644
1,MCO,YUL,TS,6613
1,GUM,MNL,PR,6609
1,EWR,YYC,AC,6602
1,ATL,KIN,DL,6598
1,PHL,NAS,AA,6581
1,JFK,GIG,AA,6571
1,EWR,LIM,UA,6561
1,DFW,MZT,AA,6547
1,SAN,MUC,LH,6536
1,BWI,KEF,OG,6530
1,DCA,NAS,AA,6529
1,SNA,YVR,AC,6527
1,DFW,CUU,OO,6520
1,SEA,SJD,DL,6519
1,FLL,YOW,RV,6509
1,DEN,YYZ,UA,6467
1,LAS,AMS,KL,6462
1,MIA,ELH,MQ,6462
1,SFO,YUL,AC,6445
1,ORD,ARN,SK,6440
1,BNA,YYZ,QK,6433
1,EWR,YQB,YX,6406
1,PHL,FRA,4Y,6405
1,JFK,FRA,DL,6399
1,PHL,ZRH,AA,6397
1,PHX,MZT,AA,6396
1,SEA,YYC,WS,6393
1,PHX,YEG,WS,6391
1,IAH,SAL,TA,6389
1,DFW,MLM,AA,6384
1,JFK,AMM,RJ,6384
1,JFK,TPE,CI,6376
1,BOS,LHR,DL,6375
1,MIA,CLO,AV,6360
1,SFO,PPT,BF,6353
1,CLT,BDA,AA,6326
1,GUM,PUS,7C,6315
1,FLL,YQB,TS,6303
1,JFK,RUH,SV,6303
1,MIA,RTB,AA,6299
1,IAD,YYZ,YX,6289
1,ORD,AMS,UA,6286
1,LIH,YVR,WS,6277
1,IAH,YYC,UA,6267
1,LAX,YEG,WS,6264
1,DFW,CDG,AF,6257
1,FLL,PAP,NK,6243
1,OAK,MLM,Y4,6227
1,SJC,SJD,AS,6219
1,LAS,YYZ,WO,6207
1,IAD,CMN,AT,6199
1,PHL,AMS,AA,6184
1,MCO,GRU,JJ,6175
1,LAX,ORY,BF,6167
1,MIA,GGT,MQ,6166
1,MCO,YYZ,TS,6165
1,JFK,SJD,B6,6156
1,MIA,AMS,KL,6139
1,FLL,PUJ,B6,6129
1,JFK,GEO,BW,6038
1,SFO,BNE,UA,6019
1,FLL,MDE,B6,6012
1,BOS,KEF,OG,5980
1,OAK,MEX,Y4,5965
1,HNL,AKL,HA,5951
1,IAD,AUA,UA,5920
1,SFB,YHM,WO,5908
1,BWI,LHR,BA,5904
1,SJC,NRT,ZG,5901
1,SFO,YYZ,UA,5889
1,JFK,BCN,IB,5875
1,IAH,MTY,UA,5874
1,BOS,PDL,S4,5873
1,HOU,CZM,WN,5867
1,JFK,GDL,Y4,5830
1,LAX,BJX,Y4,5827
1,JFK,LHR,B6,5796
1,SRQ,YYZ,RV,5790
1,MIA,MHH,MQ,5788
1,AUS,SJD,AA,5783
1,FLL,YUL,RV,5780
1,IAD,RUH,SV,5752
1,DTW,YYZ,9E,5735
1,MDW,ZCL,Y4,5728
1,EWR,WAW,LO,5720
1,IAD,VIE,OS,5715
1,SEA,YYZ,AC,5708
1,FLL,PLS,WN,5699
1,RDU,CDG,DL,5693
1,SEA,SIN,SQ,5683
1,MCO,SDQ,F9,5678
1,SLC,LHR,DL,5673
1,LAS,YYC,AC,5672
1,IAD,CPT,UA,5662
1,ORD,AKL,NZ,5661
1,BOS,PTY,CM,5647
1,MIA,HEL,AY,5646
1,IAH,RTB,UA,5643
1,PDX,PVR,AS,5641
1,HNL,NRT,ZG,5639
1,ATL,MTY,DL,5619
1,DEN,YUL,AC,5619
1,JFK,EDI,DL,5602
1,STL,PUJ,F9,5599
1,IAD,LOS,UA,5575
1,JFK,BEG,JU,5560
1,MIA,CMW,AA,5538
1,IAD,TLV,UA,5526
1,MSP,LIR,DL,5521
1,BOS,SNN,EI,5515
1,MIA,FPO,MQ,5510
1,DFW,HEL,AY,5502
1,EWR,CPT,UA,5474
1,BOS,GRU,JJ,5461
1,DEN,MEX,Y4,5449
1,TPA,PTY,CM,5441
1,LAS,GDL,F9,5432
1,IAD,AMM,UA,5425
1,FLL,UIO,B6,5416
1,MIA,DUB,EI,5416
1,HNL,MEL,JQ,5408
1,FLL,GCM,WN,5402
1,ORD,KEF,FI,5386
1,IAD,DEL,AI,5385
1,DEN,PVR,WN,5368
1,LAX,SCL,LA,5368
1,IAH,NRT,NH,5364
1,PSP,YVR,AC,5361
1,SLC,YYC,DL,5338
1,ORD,LIS,TP,5335
1,DCA,YUL,QK,5331
1,EWR,OSL,SK,5313
1,MCI,CUN,F9,5294
1,MCO,MBJ,B6,5294
1,LAX,MZT,AS,5280
1,MIA,ORY,BF,5258
1,TPA,YUL,RV,5247
1,SAN,NRT,JL,5221
1,TPA,CUN,B6,5220
1,IAD,NRT,NH,5212
1,SFO,PPT,UA,5204
1,IAD,CPH,SK,5190
1,IAH,SAP,NK,5180
1,DFW,YUL,AA,5168
1,FAT,MLM,Y4,5167
1,JFK,LIM,LA,5164
1,BOS,MAD,IB,5145
1,SFO,BLR,AI,5145
1,SFO,LIS,TP,5139
1,MIA,YUL,TS,5124
1,MSP,YYZ,OO,5120
1,IAD,GUA,UA,5117
1,LAS,PTY,CM,5115
1,SFB,YYZ,WO,5093
1,JFK,SAL,Q6,5070
1,DFW,SAL,TA,5049
1,JFK,PVG,MU,5044
1,PDX,SJD,AS,5038
1,SJC,LHR,BA,5033
1,LAX,HEL,AY,5005
1,MIA,AXA,MQ,5003
1,LAX,BCN,IB,5002
1,BOS,LHR,UA,4983
1,SLC,YYZ,DL,4982
1,RDU,LHR,AA,4947
1,ORD,YYZ,MQ,4930
1,MCO,GUA,NK,4918
1,JFK,SJD,DL,4915
1,LAX,SJD,B6,4906
1,DEN,PTY,CM,4889
1,LAX,JED,SV,4870
1,ATL,MAN,VS,4862
1,ATL,PTY,CM,4847
1,MIA,VRA,AA,4839
1,BOS,MBJ,DL,4836
1,JFK,DSS,DL,4821
1,LAX,LTO,AS,4817
1,MSP,PUJ,SY,4795
1,MCO,KEF,FI,4777
1,MDW,AGU,Y4,4770
1,STL,FRA,LH,4758
1,JFK,EZE,AR,4752
1,LAX,ZCL,Y4,4747
1,SEA,CDG,AF,4740
1,IAH,HND,NH,4733
1,PDX,LHR,BA,4726
1,SEA,FRA,LH,4708
1,EWR,YOW,QK,4707
1,MSP,YYZ,QK,4703
1,MDW,YTZ,PD,4675
1,LAX,MAD,IB,4668
1,RDU,YYZ,QK,4655
1,IAH,SLP,UA,4642
1,LAS,YVR,07Q,4627
1,LAX,XMN,MF,4623
1,MIA,MEX,Y4,4609
1,SAN,YYC,WS,4608
1,FLL,BEL,AD,4589
1,IAD,HND,NH,4588
1,IAD,GVA,UA,4584
1,DFW,MEL,QF,4568
1,AUS,MEX,5D,4562
1,JFK,ADD,ET,4554
1,AUS,FRA,LH,4537
1,DFW,DGO,AA,4534
1,MCO,GDL,Y4,4531
1,SEA,DUB,EI,4521
1,SJC,MLM,Y4,4513
1,BOS,AMS,KL,4506
1,BOS,NAS,DL,4498
1,MCO,MEX,Y4,4488
1,SLC,GDL,5D,4486
1,DTW,YYZ,QK,4442
1,ORD,NRT,JL,4442
1,JFK,YYZ,YX,4428
1,MCO,MBJ,NK,4402
1,JFK,ANU,B6,4398
1,BOS,TLV,LY,4388
1,FLL,AXM,NK,4388
1,BOS,LHR,AA,4386
1,BOS,LGW,B6,4364
1,DTW,YUL,OO,4361
1,ORD,BJX,Y4,4360
1,MIA,BAQ,AV,4344
1,AUS,AMS,KL,4343
1,EWR,LIR,UA,4338
1,DFW,MEX,5D,4326
1,DEN,PVR,F9,4309
1,MIA,CTG,AV,4308
1,IAH,OAX,YV,4304
1,MCO,PUJ,F9,4291
1,PHL,PUJ,F9,4285
1,DFW,MAD,IB,4282
1,AZA,YEG,WO,4280
1,IAH,ZIH,YV,4246
1,DFW,MTY,MQ,4245
1,IAH,VER,YV,4244
1,LAX,OAX,Y4,4240
1,LAS,YEG,WS,4238
1,DCA,YYZ,OH,4232
1,IAH,MLM,YV,4227
1,DEN,LIR,UA,4215
1,KOA,YVR,AC,4197
1,IAH,MAN,SQ,4189
1,LAX,YVR,07Q,4176
1,MIA,SDQ,GCA,4165
1,FLL,YOW,07Q,4160
1,LAS,YYZ,07Q,4158
1,JFK,AKL,NZ,4148
1,DFW,MEX,Y4,4145
1,CLE,PUJ,F9,4141
1,IAD,PLS,UA,4141
1,IAH,YYZ,OO,4122
1,JFK,KIN,BW,4117
1,ORD,MTY,VB,4115
1,BOS,LHR,B6,4099
1,DEN,YEG,OO,4078
1,MIA,SNU,09Q,4068
1,LAX,AGU,Y4,4063
1,SJU,SBH,04Q,4044
1,MSY,YYZ,QK,4032
1,LAX,PVR,UA,4018
1,SFO,YYC,WS,3997
1,MSP,SJD,SY,3986
1,MIA,CMN,AT,3975
1,SFO,YEG,QK,3956
1,PHL,PUJ,NK,3951
1,JFK,YYZ,07Q,3943
1,IAH,YYZ,QK,3942
1,MSY,LHR,BA,3927
1,DFW,PUJ,AA,3918
1,IAH,YYZ,YV,3917
1,IAH,AGU,YV,3893
1,LAX,GUA,UA,3891
1,SEA,YLW,OO,3890
1,EWR,OPO,TP,3874
1,JFK,VIE,OS,3864
1,PIE,YHM,WO,3845
1,SFB,YOW,07Q,3836
1,DTW,AMM,RJ,3823
1,SJU,EIS,3M,3820
1,DTW,MTY,5D,3816
1,HNL,YYZ,AC,3815
1,FLL,BER,N0,3795
1,FLL,BGA,NK,3791
1,SEA,LHR,AA,3790
1,DEN,YYZ,OO,3789
1,TPA,YYZ,AC,3787
1,PIT,LHR,BA,3786
1,ATL,PUJ,F9,3774
1,CVG,CDG,DL,3771
1,GUM,ROR,UA,3764
1,IAD,SAL,UA,3751
1,JFK,GUA,LR,3748
1,JFK,CUR,B6,3740
1,PHX,HMO,OO,3713
1,ORD,CDG,AA,3712
1,ATL,ELH,9E,3702
1,IAH,BJX,VB,3702
1,LAX,CUN,B6,3699
1,JFK,TAS,HY,3698
1,IAD,GUA,LR,3697
1,ATL,MBJ,F9,3680
1,SAN,PVR,AS,3663
1,JFK,CTG,AV,3652
1,MIA,CMW,09Q,3651
1,MIA,MTY,MQ,3644
1,LAS,YHM,WO,3643
1,IAH,BJX,YV,3639
1,IAH,TAM,YV,3629
1,MIA,YVR,AC,3628
1,AUS,YYZ,QK,3627
1,MCO,SAP,NK,3626
1,AUS,LHR,VS,3610
1,MCO,MAN,EI,3592
1,SNA,YVR,WS,3591
1,JFK,BER,N0,3566
1,AZA,YWG,WO,3564
1,MSY,SAP,NK,3553
1,ORD,YYZ,PT,3521
1,ORD,MLM,VB,3508
1,IAH,YUL,QK,3492
1,SLC,YVR,DL,3478
1,CLT,YYZ,OH,3477
1,AUS,LIR,AA,3476
1,JFK,MAD,UX,3468
1,MIA,HOG,09Q,3463
1,FLL,BOG,AV,3458
1,MIA,BON,AA,3452
1,JFK,MTY,AA,3430
1,IAD,YYZ,YV,3402
1,DFW,TRC,MQ,3397
1,LAX,PPT,DL,3396
1,EWR,YHZ,QK,3391
1,PHL,MBJ,F9,3371
1,DTW,YUL,9E,3367
1,IAH,GDL,VB,3362
1,MIA,SCU,AA,3360
1,FLL,MAO,AD,3337
1,PBI,YUL,AC,3334
1,EWR,HND,UA,3326
1,SEA,FRA,DE,3321
1,IAH,PUJ,UA,3275
1,ORD,YUL,OO,3267
1,CVG,CUN,F9,3265
1,MCO,YOW,RV,3262
1,MCO,NAS,B6,3211
1,DFW,GCM,AA,3206
1,ATL,GGT,9E,3187
1,MSY,CUN,NK,3187
1,LAX,KIX,JL,3178
1,BOS,CPH,SK,3169
1,DEN,SJD,F9,3148
1,SEA,YYC,QX,3148
1,LAX,PEK,CA,3134
1,EWR,HAV,YX,3105
1,SMF,BJX,Y4,3105
1,BOS,PUJ,B6,3104
1,CLT,BGI,AA,3102
1,LAX,YVR,OO,3101
1,PHL,PLS,AA,3089
1,AUS,PVR,AA,3082
1,ORD,MLM,Y4,3081
1,SFO,KIX,UA,3080
1,JFK,ATH,DL,3077
1,JFK,MNL,PR,3067
1,FLL,YKF,07Q,3057
1,MCO,MDE,VH,3056
1,TPA,GCM,KX,3052
1,SJU,SDQ,F9,3042
1,MCO,POS,BW,3036
1,BWI,YYZ,QK,3022
1,EWR,POP,UA,3015
1,DFW,PLS,AA,3000
1,SFO,CUN,AS,2998
1,MCO,YQB,TS,2993
1,LAX,FRA,DE,2989
1,JFK,YYC,WS,2985
1,DFW,YUL,QK,2977
1,LAX,YWG,WS,2968
1,JFK,YVR,PR,2962
1,CLT,GDL,Y4,2960
1,SEA,LHR,DL,2954
1,MCO,YWG,WS,2947
1,MIA,SAL,TA,2941
1,IAD,SJO,LR,2909
1,JFK,PTP,B6,2902
1,MIA,GUA,F9,2900
1,ATL,SJO,F9,2899
1,MSP,ZIH,SY,2893
1,DFW,MID,AA,2883
1,ATL,BON,DL,2877
1,SEA,YYJ,OO,2867
1,ORD,MTY,OO,2863
1,EWR,MUC,UA,2840
1,GUM,TKK,UA,2799
1,SEA,YEG,QX,2793
1,BDL,MBJ,NK,2791
1,SJC,PVR,AS,2790
1,OGG,YYC,AC,2785
1,SMF,MEX,Y4,2772
1,BOS,HKG,CX,2771
1,LAS,YYZ,AC,2767
1,FLL,YHM,WO,2752
1,DTW,NGO,DL,2749
1,MIA,GDL,Y4,2747
1,JFK,MBJ,BW,2743
1,ORD,YOW,ZW,2736
1,SJC,BJX,Y4,2729
1,JFK,CAN,CZ,2720
1,PSP,YYZ,RV,2719
1,SNA,YYC,WS,2708
1,IAH,MTY,NK,2707
1,IAD,YOW,ZW,2704
1,SEA,BZE,AS,2703
1,JFK,BDA,DL,2682
1,MDW,DGO,Y4,2677
1,ATL,YUL,QK,2666
1,JFK,SNN,EI,2657
1,LAX,CAN,CZ,2648
1,ATL,BDA,DL,2647
1,DEN,BZE,UA,2637
1,PPG,APW,2OQ,2635
1,STL,YYZ,QK,2628
1,DFW,NAS,AA,2626
1,FLL,POS,BW,2619
1,JFK,DSS,HC,2615
1,LAX,MTY,5D,2615
1,ATL,SAL,F9,2607
1,DTW,YYZ,OO,2607
1,ORD,QRO,Y4,2603
1,MSP,CZM,SY,2597
1,LAX,ZLO,AS,2595
1,BOS,FCO,AZ,2593
1,ORD,NAS,UA,2589
1,AUS,MTY,NK,2567
1,IAH,HAV,YV,2558
1,SJU,PUJ,F9,2556
1,JFK,CLO,AV,2548
1,MSP,YUL,OO,2543
1,IAD,YTZ,PD,2533
1,MCO,GDL,F9,2518
1,MCO,YYZ,WG,2514
1,LAX,BZE,AS,2512
1,PHX,YXE,WS,2510
1,MIA,PBM,AA,2492
1,JFK,OSL,N0,2481
1,IAD,MBJ,UA,2479
1,PHL,DUB,EI,2479
1,PHX,YYC,AC,2478
1,LAX,MTY,VB,2466
1,DFW,YYZ,MQ,2460
1,JFK,ARN,DL,2459
1,LAS,YEG,07Q,2459
1,IAD,SDQ,UA,2443
1,EWR,ORY,B0,2438
1,ONT,SAL,TA,2437
1,IAD,YUL,QK,2429
1,SPN,ICN,OZ,2425
1,BOS,YYZ,YX,2423
1,PIT,YYZ,QK,2416
1,MSP,MZT,SY,2394
1,PHX,LTO,OO,2391
1,SFO,ZIH,AS,2383
1,ORD,AUA,UA,2381
1,TPA,YOW,RV,2381
1,SMF,YVR,QK,2378
1,SFO,YVR,07Q,2369
1,BWI,LIR,WN,2356
1,ATL,KIN,F9,2353
1,JFK,YUL,9E,2337
1,LAX,SZX,CA,2337
1,LAS,CDG,AF,2322
1,MIA,SVD,AA,2303
1,SFB,YXU,WO,2302
1,MCO,MBJ,F9,2299
1,JFK,GCM,KX,2298
1,TPA,YHZ,RV,2298
1,LAX,FCO,AZ,2275
1,AZA,YEG,07Q,2270
1,SFB,YWG,WO,2266
1,MCO,MEX,5D,2264
1,ORD,KRK,LO,2258
1,IAH,MEX,5D,2242
1,MIA,PTP,AF,2242
1,SFB,YYZ,07Q,2242
1,MIA,DOM,MQ,2241
1,PHX,YQR,WS,2214
1,MCI,CUN,WN,2213
1,LAX,WAW,LO,2212
1,BOS,BCN,IB,2203
1,GUM,KIX,UA,2202
1,DEN,CUU,Y4,2197
1,SJU,YYZ,AC,2195
1,LAX,MEX,AA,2191
1,SWF,KEF,OG,2191
1,BNA,CUN,WN,2181
1,SMF,SJD,WN,2177
1,CLT,YYZ,QK,2176
1,EWR,BZE,UA,2174
1,AZA,YYZ,07Q,2157
1,SFB,YKF,07Q,2156
1,SJC,ZCL,Y4,2151
1,MDW,PUJ,WN,2147
1,HNL,NAN,FJ,2131
1,EWR,GCM,UA,2128
1,PSP,YWG,WS,2114
1,MIA,FOR,JJ,2112
1,FLL,ELH,3M,2106
1,LAX,PVR,NK,2092
1,DEN,LIR,WN,2083
1,MSP,YUL,QK,2080
1,HNL,MAJ,UA,2079
1,IAD,YUL,C5,2078
1,AZA,YYC,WS,2070
1,LAS,YWG,WS,2070
1,PHL,MBJ,NK,2069
1,PHX,YWG,WS,2059
1,RSW,YUL,AC,2041
1,SAT,BJX,VB,2037
1,BOS,YHZ,QK,2035
1,FLL,OSL,N0,2034
1,CMH,YYZ,QK,2028
1,LRD,SAL,09Q,2021
1,IAD,YYZ,C5,2019
1,ATL,MHH,9E,2012
1,IAD,NAS,UA,2012
1,DFW,RTB,AA,2007
1,SPN,NRT,UA,2003
1,LAX,YEG,07Q,1976
1,PDX,YYC,WS,1976
1,MCO,MDE,AV,1967
1,LAS,FRA,4Y,1959
1,MCO,YHZ,RV,1957
1,SFO,YYC,QK,1951
1,MIA,OSL,SK,1949
1,SFO,CDG,UA,1936
1,EWR,SJD,UA,1923
1,AZA,YVR,07Q,1915
1,IAH,GCM,UA,1905
1,SJU,STI,3M,1905
1,LAS,YQR,WS,1897
1,JFK,CPH,DL,1888
1,IAD,DUB,UA,1880
1,OGG,YYZ,AC,1859
1,DFW,NRT,JL,1857
1,CLE,YYZ,QK,1853
1,MCO,CTG,NK,1850
1,ORD,GCM,UA,1841
1,MCO,YHZ,WS,1827
1,DCA,YOW,QK,1825
1,MIA,GEO,PY,1814
1,MIA,PUJ,GCA,1805
1,FLL,YYC,WS,1789
1,OGG,YEG,WS,1788
1,EWR,GUA,UA,1780
1,MIA,MAO,G3,1724
1,MCO,YOW,WS,1721
1,IND,YYZ,QK,1702
1,IAH,MUC,UA,1686
1,CVG,YYZ,QK,1676
1,HNL,NGO,JL,1674
1,MSY,YYZ,AC,1666
1,LAS,MTY,F9,1664
1,IAD,SXM,UA,1662
1,MCO,YQB,RV,1655
1,BOS,MBJ,B6,1648
1,SJU,EIS,9K,1647
1,ORD,ZRH,UA,1645
1,BOS,SXM,B6,1639
1,JFK,PEI,AV,1628
1,RDU,YUL,QK,1625
1,MIA,BDA,AA,1619
1,KOA,YYC,WS,1616
1,PHX,MTY,MQ,1616
1,BOS,NAS,B6,1609
1,MDW,MBJ,WN,1607
1,GUM,NGO,UA,1598
1,CLE,CUN,UA,1588
1,BWI,KEF,FI,1585
1,EWR,SAL,UA,1581
1,IAH,NAS,YV,1564
1,IAH,ACA,YV,1560
1,RSW,FRA,4Y,1560
1,SAN,YUL,AC,1550
1,MIA,PUJ,LA,1540
1,MIA,YUL,WG,1533
1,SJU,YUL,TS,1526
1,PHX,ZIH,AA,1524
1,IAD,SJO,UA,1507
1,MSP,LIR,SY,1497
1,BOS,CUN,AA,1492
1,EWR,ANU,UA,1491
1,SFO,YEG,07Q,1481
1,RSW,YOW,WS,1476
1,IAH,MBJ,UA,1475
1,RDU,CUN,AA,1470
1,LAX,SJD,NK,1454
1,MIA,HAV,GCA,1454
1,BOS,PUJ,AA,1443
1,CMH,CUN,AA,1442
1,IND,PVR,SY,1440
1,BOS,TLV,DL,1436
1,FLL,GGT,3M,1436
1,GUM,NRT,7C,1433
1,BOS,BGI,B6,1432
1,BOS,PLS,AA,1423
1,CLT,LIR,AA,1414
1,DEN,KEF,FI,1409
1,FLL,NSB,2LQ,1407
1,PHX,YUL,RV,1404
1,DTW,YUL,QK,1401
1,IAH,BON,UA,1399
1,ORD,BJX,VB,1396
1,ORD,PLS,UA,1395
1,BOS,PLS,B6,1392
1,IAD,GCM,UA,1392
1,PDX,CUN,AS,1369
1,CLT,CUR,AA,1363
1,IAD,BGI,UA,1363
1,HNL,KIX,JL,1358
1,FLL,AUA,NK,1354
1,MCI,CUN,AA,1353
1,ORD,PUJ,AA,1343
1,ORD,LIR,UA,1335
1,FAT,BJX,Y4,1332
1,EWR,CUR,UA,1331
1,IND,CUN,AA,1329
1,ORD,AUA,AA,1320
1,JFK,LIR,AA,1319
1,MSP,AUA,SY,1316
1,ATL,YUL,DL,1315
1,MSP,BZE,SY,1314
1,BWI,SJO,WN,1311
1,CLT,POP,AA,1311
1,ORD,CZM,AA,1308
1,MKE,CUN,SY,1305
1,JFK,SKB,AA,1291
1,FLL,SXM,NK,1290
1,MSP,MBJ,SY,1286
1,DFW,ZIH,AA,1281
1,HNL,PPT,HA,1280
1,HNL,YEG,WS,1280
1,ORD,HUX,Y4,1270
1,SJU,DOM,3M,1268
1,HRL,GUA,09Q,1263
1,LAX,UPN,Y4,1259
1,STL,CUN,AA,1255
1,SEA,YUL,AC,1254
1,ORD,CZM,UA,1252
1,DEN,CZM,UA,1250
1,LAX,SJO,UA,1249
1,BNA,YYZ,WS,1247
1,CLT,BZE,AA,1242
1,MSP,RTB,SY,1241
1,EWR,BON,UA,1233
1,EWR,BGI,UA,1231
1,MIA,HAV,1BQ,1231
1,LAX,CUN,AA,1229
1,MCO,YVR,WS,1219
1,DFW,XPL,AA,1218
1,EWR,PVR,UA,1218
1,EWR,SKB,UA,1213
1,BOS,LIR,B6,1211
1,IAH,AUA,UA,1210
1,PSP,YVR,07Q,1200
1,IND,CUN,WN,1199
1,PIT,PUJ,G4,1197
1,DFW,ACA,MQ,1193
1,DFW,HUX,MQ,1188
1,EWR,MXP,B0,1186
1,MIA,FOR,G3,1184
1,BWI,DSS,HC,1175
1,BOS,UVF,B6,1172
1,SJU,YUL,AC,1167
1,IAH,PBC,YV,1161
1,SFO,PVG,UA,1161
1,PSP,YYZ,07Q,1145
1,SAN,CUN,AS,1142
1,ORD,GCM,AA,1125
1,SLC,YYC,OO,1123
1,ATL,SKB,DL,1121
1,BOS,POP,B6,1118
1,JFK,SVD,BW,1116
1,MSP,GCM,SY,1114
1,ORD,SXM,UA,1113
1,PIT,CUN,G4,1108
1,AUS,SJD,WN,1103
1,BWI,AUA,WN,1103
1,DEN,BZE,WN,1083
1,ATL,RTB,DL,1082
1,ATL,ANU,DL,1076
1,SEA,YYJ,QX,1067
1,BOS,GCM,B6,1061
1,LAS,ICN,DL,1056
1,MDW,SJD,WN,1055
1,JFK,NAS,SY,1042
1,HOU,MBJ,WN,1039
1,LAS,CDG,DL,1038
1,MIA,KIN,F9,1025
1,OAK,SJD,WN,1020
1,CVG,CUN,VB,1014
1,HRL,BOG,09Q,1014
1,ORD,LIR,AA,1012
1,BWI,NAS,WN,1008
1,JFK,PDL,S4,1006
1,JFK,SXM,AA,1005
1,CLT,ELH,OH,1002
2,DFW,CUN,AA,68015
2,JFK,LHR,BA,67999
2,ATL,CUN,DL,60971
2,JFK,CDG,AF,60210
2,MIA,PTY,CM,52173
2,FLL,YUL,AC,51908
2,JFK,SDQ,B6,49971
2,JFK,STI,B6,47781
2,JFK,DXB,EK,47479
2,IAH,CUN,UA,45593
2,JFK,LHR,VS,45110
2,MIA,CUN,AA,44531
2,FLL,YYZ,AC,42310
2,LAX,GDL,Y4,40626
2,IAH,MEX,UA,38665
2,MIA,SDQ,AA,38343
2,CLT,CUN,AA,37379
2,LAX,LHR,BA,36822
2,MSP,CUN,DL,36675
